N1_1,VRTG,ALT_RADIO,DIST_TO_THR_CONV,IVV,LOC,PITCH
61.5,1.07,166,680.97,-672,-0.0403,2.5
62,1.05,155,611.96,-608,-0.0302,2.6
62,1,144,536.81,-608,-0.0302,2.1
62,0.96,133,461.87,-656,-0.0202,1.2
61.3,1,122,389.63,-736,-0.0302,1.1
61.1,1.02,110,316.31,-768,-0.0202,1.4
61.1,1.02,99,248.1,-752,-0.0202,1.6
60.9,1.02,85,172.49,-768,-0.0302,1.4
60.6,1,72,97.32,-768,-0.0403,1.4
59.6,1.05,58,19.95,-800,-0.0302,1.1
59,1.12,45,52.37,-704,-0.0302,2.5
58.3,1.13,32,129.01,-544,-0.0202,3
54.6,1.08,22,205.65,-416,-0.0202,3.2
46.9,1.11,13,282.29,-256,-0.0101,4
38.9,1.08,8,358.7,-112,-0.0202,4.2
33.9,1.03,4,434.66,-64,-0.0202,4
31.6,1.29,2,509.72,-128,-0.0202,3
31.4,1.29,0,584.32,-32,-0.0302,3.2
31.5,1.39,0,657.8,-96,-0.0202,4.2
33.3,1.1,0,730.59,-64,-0.0302,4.2
38.3,1.06,0,802.03,-80,-0.0302,3.2
53.5,1.06,0,871.66,-144,-0.0202,1.4
71.4,1.06,0,939.26,-48,-0.0101,0.4
58,1.02,635,3134.4,-848,0.0101,1.1
57.3,1.02,619,3069.21,-832,0.0101,1.2
56.4,1,602,2977.27,-816,0,1.1
55.6,1,586,2913.84,-816,-0.0101,0.9
55,1.02,569,2842.99,-832,0,1.2
54.1,1.02,562,2796.82,-800,-0.0101,1.4
53.6,1,546,2712.55,-784,0,1.4
53.5,1.01,531,2624.94,-784,0,1.4
53.5,1.01,517,2532.4,-784,-0.0101,1.4
53.6,1,505,2462.58,-784,-0.0101,1.4
53.6,1,495,2397.44,-784,0,1.2
53.3,0.99,480,2318.18,-816,0,1.1
52.4,1.01,468,2242.88,-816,0,0.9
51.6,0.99,455,2185.8,-832,-0.0101,0.9
50.9,1.01,440,2095.36,-848,-0.0403,0.9
50.5,1.02,422,2017.73,-832,0,1.1
50.3,1,406,1954.74,-816,0.0101,1.1
50,1.04,384,1842.94,-800,0.0101,1.1
49.5,1.03,361,1747.3,-784,0.0101,1.2
48.4,1,341,1658.69,-768,0.0101,1.2
47.9,1.01,321,1563.96,-768,0.0302,1.4
47.9,1.02,304,1478.44,-768,0.0504,1.6
49.8,1.01,291,1408.76,-752,0.0202,1.6
52.3,1,278,1322.63,-736,0.0202,1.6
54,1.04,266,1250.62,-752,0.0101,1.9
55,1,253,1175.91,-736,0,1.9
55.9,1.03,239,1105.73,-736,-0.0202,1.8
57.3,1.04,226,1030.6,-720,-0.0101,1.9
57.8,1.02,213,961.08,-688,0.0202,1.8
57.8,1,199,873.18,-704,-0.0101,1.4
57.6,1.01,186,797.71,-720,0.0101,1.6
56.8,1.02,173,716.28,-720,0.0101,1.6
55.8,1.03,161,650.52,-720,0,1.6
54.9,1.04,148,576.52,-688,-0.0302,1.4
54.1,1,136,502.95,-672,-0.0101,1.1
53.3,0.99,124,425.66,-736,0.0302,0.9
51.9,0.99,111,338.01,-752,0.0101,1.1
51.3,1.01,96,245.03,-784,0,1.1
50.9,1.01,82,171.43,-784,0.0403,1.2
50.8,1,66,79.76,-784,0.0403,1.2
50.6,1.11,51,4.17,-736,0.0302,2.1
50.6,1.15,36,78.77,-560,0.0302,3.5
50.5,1.11,24,153.09,-352,0.0403,3.9
48,1.07,15,227.19,-208,0.0403,3.9
43.4,1.05,9,301,-128,0.0403,3.7
37.9,1.14,5,374.31,-64,0.0202,3.7
33.5,1.21,2,447.1,-16,0,3.7
31.3,1.17,1,519.11,-32,0,3.2
31,1.08,0,590.38,-16,0,2.6
31,0.99,-1,661.14,0,0,2.5
31.3,1.41,0,731.11,-64,0,3.5
34.1,1.14,0,800.06,0,0.0101,3.7
43.8,1.09,0,867.43,-96,0,2.8
65.4,1.05,0,933.05,0,0,0.4
82.4,1.05,0,996.35,-96,0.0101,0.2
60.1,0.99,598,3038.09,-704,0.0302,1.9
60.1,1,586,2966.63,-720,0.0302,1.9
60.1,1,572,2899.98,-736,0.0302,1.8
60.3,1.02,560,2851.1,-752,0.0302,1.9
63,1.04,548,2824.49,-720,0.0302,2.5
62.8,1.04,535,2759.17,-672,0.0302,2.5
62.8,1,522,2676.15,-640,0.0202,2.5
62.8,0.98,511,2587.02,-656,0.0302,2.1
62.8,1,498,2502.91,-672,0.0302,1.8
62.8,0.99,481,2410.69,-704,0.0403,1.8
62.8,1,466,2345.86,-720,0.0302,1.8
62.8,1.02,452,2304.56,-720,0.0302,2.1
62.6,1.02,437,2220.29,-704,0.0302,2.1
62.4,1,423,2125.19,-704,0.0302,1.9
61.9,0.98,412,2041.85,-720,0.0302,1.6
59,1,401,1990.63,-736,0.0302,1.6
58.5,1.02,389,1943.78,-736,0.0202,1.9
58.5,1.02,377,1858.29,-704,0.0302,2.1
58.5,1.03,368,1788.46,-672,0.0302,2.3
58.5,1.02,355,1733.72,-640,0.0403,2.3
57.4,0.97,343,1664.37,-656,0.0302,1.9
57,1,330,1571.94,-688,0.0302,1.6
57.1,1.01,318,1509.81,-704,0.0403,1.8
57,0.99,304,1434.09,-720,0.0403,1.8
57,0.98,290,1353.05,-752,0.0403,1.4
57,0.98,277,1281.8,-800,0.0403,1.2
56.9,1.02,263,1206.1,-816,0.0302,1.4
56.8,1.02,248,1127.1,-816,0.0605,1.4
56.8,0.97,230,1044.97,-848,0.0605,1.2
56.8,1.02,216,963.52,-864,0.0605,1.2
56.8,1.04,201,890.35,-848,0.0504,1.8
56.8,1.03,186,822.99,-800,0.0605,1.9
58.3,1.01,172,751.29,-768,0.0605,1.8
59.6,1.01,161,688.14,-752,0.0605,1.8
59.6,1.04,147,607.85,-720,0.0504,2.3
61.5,1.04,134,541.02,-688,0.0605,2.5
61.4,1.03,121,454.62,-640,0.0706,2.5
61.4,0.97,109,380,-656,0.0706,2.1
61.3,1.03,98,306.94,-672,0.0504,1.9
61.3,1.04,86,231.83,-640,0.0706,2.5
60.8,1.01,73,150.15,-656,0.0403,2.3
60.1,1.02,61,70.52,-640,0.0504,2.3
60.3,1.04,48,9.48,-624,0.0403,2.6
60.3,1.09,36,84.31,-560,0.0403,3.3
59.5,1.09,25,159.14,-448,0.0504,3.7
55,1.1,16,234.2,-320,0.0403,4.4
54.4,1.12,10,309.03,-144,0.0202,5.1
52.5,1.04,5,383.86,-96,0.0202,4.9
45.4,1.24,3,458.46,-80,0.0101,3.7
37.8,1.02,1,532.62,0,0.0202,3.7
33.1,1.3,0,605.86,-64,0.0202,4.6
31.4,1.09,0,678.43,-80,0.0202,4.4
33.5,1.08,0,749.65,-128,0.0202,3.5
39,1.1,0,819.28,-96,0.0202,1.8
56,1.05,0,886.65,-80,0.0202,0.4
56,1,585,3133.03,-896,-0.0202,0.9
56,1,570,3059,-896,-0.0302,0.9
56,0.99,559,2996.92,-912,-0.0403,0.7
56.1,1,547,2925.34,-912,-0.0504,0.9
56.1,1.01,533,2853.78,-912,-0.0605,1.1
56,1.02,518,2777.86,-880,-0.0706,1.2
56,1.02,498,2689.44,-848,-0.0907,1.2
56,1.01,481,2610.07,-816,-0.0907,1.2
56,1.02,465,2524,-784,-0.1109,1.4
56,1.02,449,2442.5,-768,-0.121,1.6
56,1.01,436,2369.15,-736,-0.131,1.6
56.3,1.01,426,2301.56,-720,-0.131,1.6
57.4,1.02,413,2227.52,-688,-0.1411,1.8
57.3,1.01,403,2158.57,-672,-0.1411,1.8
57.3,1.01,392,2090.75,-640,-0.1411,1.9
57.3,1.02,382,2022.44,-608,-0.131,1.9
57.3,1.01,373,1954.42,-592,-0.131,2.1
57.3,0.99,363,1879.44,-592,-0.131,1.9
57.3,0.98,353,1803.91,-640,-0.131,1.8
57.3,0.99,342,1727.76,-704,-0.131,1.4
57.3,0.98,330,1650.77,-736,-0.1411,1.2
57.3,0.99,318,1575.16,-768,-0.1411,1.1
57.3,1,306,1502.9,-800,-0.131,1.1
57.1,0.99,292,1421.91,-816,-0.131,0.9
56.6,0.97,277,1343.15,-864,-0.131,0.5
56,0.99,263,1264.59,-896,-0.121,0.5
56.1,1.02,247,1185.82,-928,-0.1109,0.9
56,1.02,230,1099.2,-912,-0.1008,0.9
56,1.02,214,1021.2,-864,-0.1008,1.1
55.3,1.01,198,934.72,-832,-0.0907,1.1
55.3,1.01,181,842.54,-832,-0.0806,1.1
55.3,1.01,165,754.52,-832,-0.0806,1.1
55.3,1.06,152,678.86,-784,-0.0806,1.8
55.6,1.07,138,601.17,-720,-0.0605,2.1
56.5,1,124,520.73,-672,0,1.8
56.5,0.99,110,438.83,-688,-0.0202,1.4
56.4,1.02,98,359.09,-688,-0.0202,1.9
56.4,1.07,86,275.92,-656,-0.0101,2.3
56.4,1.03,75,202.62,-608,-0.0101,2.3
56.4,1.04,64,130.74,-528,0,2.6
56.4,1.05,55,58.97,-464,0.0101,2.8
56.1,1.01,46,11.5,-432,-0.0101,2.6
54.6,1.03,39,87.91,-416,-0.0101,2.8
50.1,1.01,31,164.1,-400,0.0202,2.8
44.5,1.01,24,239.95,-384,0.0202,3
39,1.04,18,315.57,-368,0.0202,3.3
34.4,1.08,13,390.63,-288,0.0101,4.4
31.8,1.06,8,465,-240,0.0202,4.4
31,1.33,5,538.82,-192,0.0202,4
31,1.23,2,612.18,-48,0.0403,4
31.1,1.22,0,684.75,-96,0.0403,4.2
31.3,1.04,0,756.53,0,0.0202,4.6
31.8,1.11,0,827.29,-128,0.0302,4.4
36.5,1.09,0,896.69,-144,0.0202,2.3
50.3,1.06,0,964.06,-112,0.0101,0.9
66.3,1.06,671,3312.59,-720,-0.0202,2.1
66.1,1.06,658,3251.4,-640,-0.0202,2.1
63.6,1.01,650,3167.49,-640,-0.0101,1.6
62.8,0.96,646,3112.22,-672,0,1.1
62.8,1.01,644,3053.71,-784,-0.0302,0.9
62.8,1.03,631,2968.3,-800,-0.0101,0.9
62.8,1.02,612,2897.98,-800,-0.0202,0.9
62,1.02,588,2817.06,-800,-0.0302,0.9
59.4,1,564,2717.86,-832,-0.0302,0.7
59.8,1.02,546,2643.28,-832,-0.0504,0.9
59.8,1.09,525,2564.3,-896,-0.0302,1.2
62.8,1.08,502,2467.97,-912,-0.0605,1.4
66.1,1.03,488,2417.2,-800,-0.0504,1.6
65.8,1.08,471,2334.58,-784,-0.0101,1.8
65.9,1.1,448,2246.6,-784,-0.0302,2.3
67,1.08,426,2142.77,-688,-0.0504,2.3
65,0.99,412,2065.2,-656,-0.0403,1.9
62.8,0.97,385,1946.29,-672,-0.0504,1.2
61,1.01,352,1785.99,-704,-0.0605,1.8
61.1,1.05,327,1662.56,-736,-0.0504,2.1
61.1,1.02,303,1541.43,-704,-0.0806,2.1
60.4,0.99,281,1436.03,-752,-0.0605,1.9
60.6,0.96,266,1352.78,-800,-0.0403,1.4
63.9,1.05,256,1294.71,-848,-0.0806,1.9
67,1.12,241,1214.5,-800,-0.0907,3
68.1,1.06,220,1096.63,-688,-0.0302,3
68.9,1.05,199,980.82,-640,-0.0706,2.8
67.4,1.02,180,868.53,-608,-0.0907,2.3
66.8,0.99,167,775.59,-656,-0.0403,1.6
68.3,1.06,159,716,-688,-0.1008,1.6
68.4,1.05,160,703.5,-672,-0.0403,1.8
65.4,1,159,676.89,-720,-0.0806,1.2
64.3,1.05,155,638.68,-736,-0.0302,1.4
66,1.03,150,594.36,-736,0,1.8
65.9,1.03,143,543.74,-736,-0.0806,1.9
66.9,1.06,136,485.89,-736,-0.0706,1.9
63.1,1.08,128,435.32,-688,-0.0202,1.6
57.6,0.98,119,381.97,-784,0.0302,0.4
57.6,1.15,108,317.4,-816,0.0806,1.8
68,1.15,98,250.53,-752,0.0302,2.1
65.4,1.09,85,182.01,-704,-0.0302,1.8
56.1,1.01,72,114.65,-704,0.0806,0.9
50.6,1.11,59,36.04,-672,-0.0605,1.6
52.1,1.13,47,39.79,-624,0.0202,2.6
51.9,1.12,35,119,-480,-0.0202,3.2
50.4,1.12,25,197.95,-384,-0.0202,3.5
43.5,1.08,17,276.66,-240,0.0101,3.7
38,1.03,11,354.59,-224,0.0202,3.2
34,1.38,6,432.02,-176,0.0101,3.7
31.5,1.39,0,508.95,-48,-0.0101,3.3
31.5,1.45,0,584.82,-128,0.0101,1.9
34.5,1.07,0,659.68,0,-0.0202,-0.4
41.8,1.09,0,732.99,-64,-0.0101,-0.4
60.8,1.05,0,803.97,-32,-0.1008,-0.4
79.5,1.12,0,872.64,-32,-0.0202,-0.4
62.6,1.01,651,3348.58,-736,0.0101,1.1
63.1,1.02,644,3271.94,-736,0.0101,1.1
63,1,636,3195.56,-720,0.0101,1.1
63,1.04,629,3119.43,-736,0.0101,0.7
63.1,0.98,623,3043.3,-800,0.0101,0.4
63.1,0.99,614,2967.17,-880,0.0101,-0.4
63.1,1.01,602,2891.04,-928,0.0101,-0.2
63,1.03,589,2814.91,-928,0.0101,-0.2
63,1.03,575,2738.78,-880,0.0101,0
63,1.01,557,2662.39,-880,0.0101,-0.2
62.4,0.96,546,2586.01,-928,0.0101,-0.9
62.4,1.07,533,2509.37,-976,0.0101,0
62.4,1.07,523,2432.45,-880,0.0101,0.5
62.5,1.04,512,2355.52,-816,0.0101,0.5
62.5,1,500,2278.35,-800,0.0101,0.2
62.5,1.03,487,2201.17,-832,0.0101,0.2
62.5,1.02,475,2124,-784,0.0101,0.4
62.5,1.02,463,2046.82,-816,0.0101,0.4
63.3,0.97,450,1969.64,-832,0.0101,0
64.6,1.06,439,1892.47,-848,0.0101,0.4
64.4,1.09,426,1815.29,-800,0.0101,0.4
64.4,0.97,414,1738.12,-800,0.0101,-0.2
64,1,398,1660.94,-880,0.0101,-1.1
64,1.02,383,1583.76,-928,0.0101,-0.7
63.4,0.95,369,1506.59,-960,0.0101,-0.7
61.8,0.97,352,1429.16,-1088,0.0101,-1.4
60.8,1,331,1351.73,-1136,0.0101,-1.6
58.9,1.04,311,1274.3,-1200,0.0101,-1.8
58.5,1.03,290,1196.87,-1184,0.0101,-1.2
58.8,1.02,268,1119.43,-1168,0.0101,-1.1
58,1,249,1041.75,-1184,0.0101,-1.4
57,1.06,232,964.07,-1184,0.0101,-0.9
60.4,1.08,214,886.38,-1120,0.0101,-0.4
60.4,1,198,808.7,-1072,0.0101,-0.5
57.8,1.03,181,731.01,-1088,0.0101,-0.9
57.4,1.1,163,653.33,-1040,0.0101,0.2
57.8,1.11,147,575.64,-944,0.0101,0.5
59.6,1.02,131,497.96,-848,0.0101,0.4
58.5,1.08,116,420.27,-848,0.0101,0.5
57.3,1.05,103,342.59,-784,0.0101,0.9
58.4,1.08,90,265.16,-704,0.0101,1.4
61.6,1.06,77,187.98,-576,0.0101,1.6
62,0.98,66,110.8,-608,0.0101,1.2
60.8,1.06,55,33.88,-688,0.0101,0.9
60.3,1.06,44,42.76,-592,0.0101,1.8
61.5,1.12,34,119.4,-512,0.0101,2.3
61.8,1.08,25,195.78,-384,0.0101,2.5
61.1,1.04,17,272.17,-336,0.0101,2.1
56.3,1.41,10,348.3,-224,0.0101,3.5
50.6,1.36,6,424.17,-64,0.0101,3.7
41.8,1.49,2,499.54,-272,0.0101,1.9
35.5,1.37,0,574.14,-240,0.0101,0.7
32.3,1.18,0,647.45,-96,0.0101,-0.7
31.4,1.12,0,719.23,-80,0.0101,-0.7
34.9,1.23,0,789.45,-96,0.0101,-0.7
51.1,1.01,686,3419.26,-864,-0.0504,0.7
50.9,1.01,671,3345.31,-848,-0.0706,1.1
50.6,1.04,660,3273.78,-800,-0.0403,1.6
50.6,1.03,649,3200.48,-768,-0.0403,1.8
50.6,1.02,649,3140.29,-752,-0.0504,1.6
50.6,1.02,636,3060.56,-752,-0.0202,1.4
50.6,1,617,2978.31,-768,-0.0403,1.1
50.5,1,591,2875.06,-800,-0.0605,0.9
49.8,0.99,567,2772.78,-832,-0.0202,0.7
46,0.98,548,2692.83,-864,0.0101,0.4
43.9,0.99,522,2593.43,-976,-0.0101,0
44,1.07,501,2515.26,-992,-0.0302,1.4
45.8,1.08,488,2449.99,-896,0.0101,2.3
45.9,1.05,469,2362.56,-800,-0.0101,2.3
45.8,1.02,445,2256.06,-736,-0.0101,2.1
45.9,0.99,429,2181.69,-736,0.0101,1.8
48.8,0.98,410,2086.04,-752,0.0101,1.6
50.6,1,384,1960.26,-800,0.0202,1.8
51.1,0.99,356,1840.12,-832,0.0403,1.6
51.6,1.04,327,1702.17,-816,-0.0202,2.1
52.3,1.03,303,1587.46,-768,0.0101,2.5
53.8,1.03,281,1477.23,-736,0.0302,2.5
53.6,1,267,1392.62,-704,0,2.3
53.6,1.05,252,1306.03,-672,-0.0202,3
54.3,1.03,241,1232.84,-624,-0.0302,3
55.6,1,221,1113.3,-624,-0.0202,2.8
55.9,0.98,201,994.24,-624,-0.0806,2.5
55.8,0.96,182,869.18,-672,-0.1109,2.1
55.6,0.97,171,787.93,-752,-0.0806,1.8
55.5,0.99,162,732.6,-816,-0.1411,1.6
55.8,1.01,161,717.08,-816,-0.1815,1.8
55.8,0.99,158,692.36,-832,-0.1411,1.8
56.1,1.03,154,656.18,-832,-0.2218,1.9
56.6,1.05,147,609.69,-800,-0.1613,2.1
56.6,0.99,137,548.21,-800,-0.1109,2.1
56.9,1,127,487.28,-800,-0.1613,1.9
57.1,1.02,117,420.67,-800,-0.1613,2.1
57.3,1.03,108,367.57,-752,-0.0806,2.5
57.6,1.04,98,319.81,-736,-0.0202,2.5
58.3,1.03,89,266.42,-720,-0.0504,2.3
58.1,1.03,79,201.41,-688,-0.0504,2.5
58,1.02,68,137.87,-704,0.0101,2.1
57.4,0.99,56,78.14,-736,0,1.6
57.5,1.08,44,2.44,-720,0.0101,2.5
57.5,1.1,32,61.04,-608,0.0101,3.2
57.1,1.16,22,135.65,-448,-0.0101,4.2
54.6,1.13,14,210,-256,0,4.6
46.5,1.02,8,284.35,-176,0.0101,4
38.8,1.14,4,358.16,-96,0.0403,3.9
33.5,1.2,2,431.47,-64,0.0101,3.9
31.5,1.31,0,504.01,-112,0.0302,3.3
31.3,1.1,0,575.79,-64,0.0302,3.2
34.8,1.08,0,646.26,-48,0,2.6
43.9,1.09,0,715.44,-64,0,2.3
61.9,1.12,0,782.33,-112,-0.0302,1.6
59.9,0.96,613,3581.78,-720,0.0806,1.4
60,0.99,605,3509.24,-752,0.0907,1.1
60,0.99,594,3412.41,-784,0.1008,1.1
60,0.99,584,3321.52,-816,0.0907,0.5
60,1.01,570,3211.66,-832,0.0907,1.1
60,1,558,3128.64,-832,0.0706,1.1
60,1.02,544,3028.42,-832,0.0706,1.1
60,1.01,533,2959.12,-816,0.0605,1.2
60,0.98,521,2879.89,-832,0.0403,0.7
60,0.99,511,2817.74,-848,0.0302,0.7
60,0.99,499,2733.41,-896,0.0202,0.7
60,1.03,489,2662.88,-912,0.0101,1.1
59.9,1.02,478,2603.9,-896,0,1.1
59,0.98,467,2524.62,-912,-0.0202,0.5
58.5,0.99,452,2429.09,-928,-0.0202,0.4
58.6,1.03,438,2340.88,-944,-0.0202,0.5
58.5,1.05,426,2250.72,-928,-0.0403,0.9
58.5,1.01,410,2178.62,-880,-0.0302,0.9
58.5,1.01,395,2103.29,-896,-0.0302,0.9
61,1.04,383,2034.46,-880,-0.0302,1.4
62.4,1.02,370,1961.19,-832,-0.0302,1.8
62,1.06,355,1865.18,-800,-0.0101,1.8
62.1,1.07,343,1792.22,-720,0.0101,1.9
62.1,0.97,325,1688.87,-704,0.0403,1.4
61.8,0.95,310,1597.1,-768,0.0605,0.7
60.9,1.03,292,1481.89,-832,0.121,0.7
60.9,1.04,278,1401.03,-816,0.1613,1.2
59.6,1,263,1309.81,-848,0.1915,1.1
59,1.01,254,1248.12,-864,0.2319,0.9
59,1.07,243,1184.37,-848,0.2722,1.2
59,1.05,234,1132.06,-784,0.3226,1.4
59,1.04,223,1055.06,-768,0.373,1.1
59,1.02,213,985.85,-720,0.4637,0.9
56.8,1.01,202,909.97,-736,0.5343,0.7
56.9,1,191,822.98,-736,0.5948,0.9
55.5,1.01,180,729.35,-784,0.6754,0.4
55.1,1.05,168,646.18,-816,0.7661,0.7
54.3,1.02,156,567.26,-784,0.8266,0.9
54.1,1.02,143,494.65,-768,0.8871,0.9
54.1,0.99,131,412.08,-832,1.0181,0.7
54.1,0.98,116,328.08,-864,1.1391,0.4
54.1,1.02,102,241.04,-928,1.2802,0.4
54.1,1.06,88,162.51,-896,1.4113,0.7
55.1,1.09,73,78.85,-864,1.5323,1.6
59,1.1,58,0.08,-832,1.6835,1.8
59.6,1.12,45,73.43,-736,1.8649,1.6
59.6,1.12,33,150.06,-640,2.0363,2.5
60,1.13,22,226.7,-448,2.2883,2.8
54.6,1.17,13,303.34,-336,2.5706,3.5
47.4,1.35,7,379.73,-192,2.7722,3.7
39.3,1.44,3,455.86,-160,3.0141,2.3
33.9,1.15,0,531.23,-32,3.2258,1.8
32.1,1.12,0,605.58,-112,3.2258,1.8
35.8,1.19,0,678.37,-112,3.2258,1.6
44.8,1.11,0,749.87,-144,3.2258,1.1
62.4,1,547,3190.21,-688,-0.0302,1.6
62.8,0.98,541,3126.31,-720,-0.0302,0.5
62.8,1.03,535,3075.02,-768,-0.0403,1.4
62.8,1.1,529,3021.49,-784,-0.0504,2.3
57.4,1.11,513,2945.31,-720,-0.0403,2.5
54.4,1.03,493,2851.16,-688,-0.0403,2.3
59.5,0.99,475,2754.38,-640,-0.0504,1.9
59.8,0.99,454,2653.63,-672,-0.0403,1.9
59.5,1.07,442,2580.33,-720,-0.0302,2.3
64,1.1,430,2509.29,-672,-0.0202,2.6
64.3,1,418,2433.14,-608,-0.0202,2.5
62.8,0.95,409,2356.65,-656,-0.0101,1.6
62.9,1.05,401,2302.12,-768,0,1.8
62.8,1.07,389,2217.31,-768,0,2.1
63.4,1.08,377,2149.84,-672,0,3.2
64.9,1.08,365,2069.31,-624,0.0101,3.2
63.3,1.1,351,1984.44,-752,0.0101,2.1
62.4,1.13,337,1895.11,-704,0.0101,2.6
62.5,0.99,325,1823.47,-688,0,2.3
63.6,0.99,312,1736.09,-672,-0.0101,1.9
66.8,1.06,301,1661.65,-688,-0.0202,2.3
66.4,1.09,291,1596.51,-640,-0.0302,3
66.5,1.08,282,1535.63,-544,-0.0403,3
66.3,1.03,270,1451.49,-592,-0.0403,2.1
63.9,1.08,261,1374.63,-624,-0.0302,2.5
60.8,1,249,1297.81,-656,-0.0202,2.3
57.8,0.94,238,1223.31,-688,-0.0202,1.2
57.1,0.96,226,1144.79,-832,-0.0101,1.4
57.3,1.18,212,1050.99,-880,-0.0101,3
66.4,1.18,198,969.31,-752,0,3.5
67.1,1.02,184,892.67,-656,0.0202,2.8
59.8,0.95,169,795.33,-704,0.0202,0.7
59,1.06,155,709.63,-720,0.0101,1.9
61.8,1.03,142,625.43,-736,0,2.3
60.6,1.13,128,532.67,-688,0.0101,3
58.8,1.08,115,451.4,-560,0.0302,3.2
60.9,1.09,103,375.88,-512,0.0202,2.6
57.8,1.05,92,293.54,-480,0.0101,2.6
55.3,1.04,82,211.44,-480,0.0302,2.8
54.3,1.01,73,133.38,-512,0,3
53.4,1.02,64,57.57,-480,-0.0101,3.3
53.3,1.04,56,7.98,-448,0,3.3
53.3,1,47,81.03,-480,-0.0101,3.2
53.4,1.08,39,153.83,-416,-0.0101,4.6
52,1.06,31,226.37,-384,-0.0101,4.6
48.1,1.01,24,298.66,-320,-0.0101,4.4
44.8,1.1,18,370.43,-272,-0.0101,5.1
45.8,1.03,12,441.93,-240,0,5.1
43.1,1.38,8,512.92,-208,0,4.4
36.8,1.23,0,583.4,-96,0.0101,3.7
32.8,1.26,0,653.11,-128,0.0202,1.9
34,1.07,0,722.04,-80,0.0302,0
39.5,1.18,0,789.69,-96,0.0202,-0.4
57.4,1.12,0,855.28,-80,0,-0.4
75.6,1.23,0,918.55,-96,0,-0.4
58.9,0.99,634,3679.51,-960,0.0101,0.5
58.8,1.02,611,3581.78,-976,0.0202,1.1
58.9,1.11,589,3492.24,-912,0.0202,1.8
58.9,1.14,571,3411.39,-736,0.0302,2.1
58.9,1.05,554,3332.35,-576,0.0302,1.9
58.9,1.01,540,3247.44,-576,0.0403,1.2
58.8,1.01,531,3172.26,-560,0.0302,0.9
58.9,1,523,3100.27,-592,0.0302,0.7
58.8,0.96,514,3009.92,-624,0.0403,0.7
58.8,0.94,499,2898.62,-720,0.0504,0.5
58.8,1.01,485,2797.95,-832,0.0605,0.9
58.8,1.02,471,2711.17,-848,0.0403,1.2
58.8,1.06,457,2628.37,-816,0.0403,1.4
58.8,1.05,443,2547.92,-752,0.0302,1.2
58.8,0.93,432,2474.17,-752,0.0302,0.7
58.8,1.06,419,2386.99,-848,0.0202,0.9
58.6,1,406,2307.85,-832,0.0101,1.1
58.8,1.03,392,2226.37,-880,0.0101,1.1
58.8,1.06,376,2139.25,-816,0.0101,1.6
58.9,1.05,362,2065.28,-736,0.0101,1.8
58.9,1,347,1976.78,-672,0.0101,1.8
58.8,0.99,333,1890.05,-688,0.0101,1.2
58.8,1,320,1799.23,-688,0,1.4
58.8,1,308,1714.58,-720,0,1.6
58.8,1,296,1629.67,-752,-0.0101,1.8
58.8,1.07,283,1541.66,-752,-0.0101,2.3
58.8,1.06,270,1454.52,-688,0.0101,2.5
58.8,1.02,255,1362.67,-656,0.0202,2.5
58.8,1.06,243,1274.7,-608,0.0302,2.1
58.8,1,229,1179.73,-624,0.0504,1.4
58.8,1.01,216,1085.21,-672,0.0706,1.1
58.8,1,204,988.46,-720,0.1008,1.1
58.6,0.99,191,904.98,-720,0.121,1.4
58.6,1.08,177,809.59,-768,0.131,2.1
58.8,1.07,164,722.63,-720,0.1512,2.3
58.8,0.99,150,632.41,-720,0.1411,1.8
58.5,1.02,136,537.93,-752,0.121,1.4
58.6,1.07,122,451.68,-736,0.1109,2.1
58.6,1.05,109,367.04,-688,0.0907,2.3
58.8,1.02,96,277.15,-656,0.0806,1.9
58.6,0.95,82,186.21,-800,0.0706,0.4
58.6,1.09,69,97.3,-880,0.0605,1.2
58.6,1.15,55,18.02,-736,0.0706,3
58.9,1.13,42,56.27,-528,0.0907,3.9
58.8,1.09,31,136.52,-432,0.0907,3.7
57,1.08,22,216.5,-272,0.0907,3.5
56.8,1.02,15,296.25,-240,0.0907,3.3
52,1.04,10,375.71,-160,0.1008,3.3
44,1.05,6,454.95,-112,0.1008,3.3
36.9,1.29,3,533.68,-128,0.1109,3.2
32.9,1.15,2,611.62,-16,0.1411,2.8
31.6,1.11,0,688.77,32,0.1815,3.3
31.4,1.06,0,764.9,-144,0.1613,2.6
31.5,1.1,0,839.73,-144,0.1714,0.5
30.6,1.04,0,913.03,0,0.1411,0
56.1,1.03,585,3039.74,-832,0.0101,1.8
56.1,1.02,575,2982.15,-784,0,1.8
55.9,1,563,2922.03,-752,0,1.8
56,1,553,2861.34,-736,0,1.8
55.9,1,541,2793.52,-720,0.0101,1.9
55.9,1.01,529,2723.49,-704,0,1.9
55.9,0.99,512,2647.63,-704,0,1.9
55.9,0.99,498,2570.03,-704,-0.0101,1.9
56,1,483,2497.43,-704,-0.0101,1.9
56,1,471,2427.61,-704,-0.0101,2.1
56,0.99,460,2362.4,-704,-0.0202,1.9
56,0.99,451,2305.17,-720,-0.0202,1.9
56.3,1,438,2235.4,-704,-0.0202,2.1
56.4,1.01,428,2172.67,-704,-0.0202,2.3
56.4,1,415,2100.19,-688,-0.0202,2.3
56.4,0.99,403,2030.99,-688,-0.0202,2.1
56.4,0.98,391,1966.86,-704,-0.0101,1.9
56.4,0.98,380,1896.76,-736,-0.0202,1.8
56.4,0.99,367,1828.47,-752,-0.0101,1.8
